Copyright 1986-2022 Xilinx, Inc. All Rights Reserved. Copyright 2022-2024 Advanced Micro Devices, Inc. All Rights Reserved.
----------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2024.1 (lin64) Build 5076996 Wed May 22 18:36:09 MDT 2024
| Date         : Tue Dec 31 18:17:49 2024
| Host         : lap-inf133 running 64-bit Ubuntu 24.04.1 LTS
| Command      : report_utilization -hierarchical -hierarchical_depth 8 -file /janberq/repos/jnbrq/hbmex-sw/results/synth/SpmvExp3_impl3_utilization_hier.post_pr.txt
| Design       : bd_top_wrapper
| Device       : xcu55c-fsvh2892-2L-e
| Speed File   : -2L
| Design State : Routed
----------------------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+---------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------+------------+
|                                              Instance                                             |                                        Module                                        | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | URAM | DSP Blocks |
|             (sinkBuffer_22)                                                                       |                                      bd_top_SpmvExp3_0_0_Queue2_ReadDataChannel_1004 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|             ram_ext                                                                               |                                                   bd_top_SpmvExp3_0_0_ram_2x259_1067 |        153 |          1 |     152 |    0 |     0 |      0 |      0 |    0 |          0 |
|           sinkBuffer_23                                                                           |                               bd_top_SpmvExp3_0_0_Queue2_WriteResponseChannel_4_1005 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|           sinkBuffer_24                                                                           |                                      bd_top_SpmvExp3_0_0_Queue2_ReadDataChannel_1006 |        157 |          5 |     152 |    0 |     3 |      0 |      0 |    0 |          0 |
|             (sinkBuffer_24)                                                                       |                                      bd_top_SpmvExp3_0_0_Queue2_ReadDataChannel_1006 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|             ram_ext                                                                               |                                                   bd_top_SpmvExp3_0_0_ram_2x259_1066 |        153 |          1 |     152 |    0 |     0 |      0 |      0 |    0 |          0 |
|           sinkBuffer_25                                                                           |                               bd_top_SpmvExp3_0_0_Queue2_WriteResponseChannel_4_1007 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|           sinkBuffer_26                                                                           |                                      bd_top_SpmvExp3_0_0_Queue2_ReadDataChannel_1008 |        158 |          6 |     152 |    0 |     3 |      0 |      0 |    0 |          0 |
|             (sinkBuffer_26)                                                                       |                                      bd_top_SpmvExp3_0_0_Queue2_ReadDataChannel_1008 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|             ram_ext                                                                               |                                                   bd_top_SpmvExp3_0_0_ram_2x259_1065 |        153 |          1 |     152 |    0 |     0 |      0 |      0 |    0 |          0 |
|           sinkBuffer_27                                                                           |                               bd_top_SpmvExp3_0_0_Queue2_WriteResponseChannel_4_1009 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|           sinkBuffer_28                                                                           |                                      bd_top_SpmvExp3_0_0_Queue2_ReadDataChannel_1010 |        157 |          5 |     152 |    0 |     3 |      0 |      0 |    0 |          0 |
